id,svl,lc,m,marks,eggs,pore,colour,loc,horm,sp,sex,date,RBC,hcRBC,lysRBC,paras,prop,check_rbc,check_par,check_sum
HR99,72,59r,6.9,,,1,br,hrazdan restaurant,29.49,D.nairensis,m,06062023,,,,,,,,0
MAR.NN1,65,67r,3.55,,,,,,0.44,D.nairensis,f,,,,,,,,,0
MAR1,76,138r,7.86,,,1,br,marmashen,68.16,D.nairensis,m,23052023,,,,,,,,0
MAR15,73,147r,7.12,,,1,br,marmashen,86.81,D.nairensis,m,23052023,,,,,,,,0
MAR16,70,100r,7.27,,,1,br,marmashen,131.4,D.nairensis,m,23052023,,,,,,,,0
MAR17,66,91r,4.74,0,,,,marmashen,,D.nairensis,f,23052023,,,,,,,,0
MAR18,63,127,4.92,,,,,marmashen,61.88,D.nairensis,m,23052023,,,,,,,,0
MAR19,65,67r,3.55,0,,,,marmashen,,D.nairensis,f,23052023,,,,,,,,0
MAR2,70,99r,5.92,,,0.5,br,marmashen,40.92,D.nairensis,m,23052023,,,,,,,,0
MAR20,66,15r,4.04,1,,,,marmashen,,D.nairensis,f,23052023,,,,,,,,0
MAR29,71,112r,6.16,,,1,br,marmashen,37.36,D.nairensis,m,23052023,,,,,,,,0
MAR3,64,110r,4.14,1,0,,,marmashen,,D.nairensis,f,23052023,,,,,,,,0
MAR30,70,102,5.53,1,,,,marmashen,,D.unisexualis,f,23052023,,,,,,,,0
MAR31,62,105r,4.2,,,1,br,marmashen,,D.nairensis,m,23052023,,,,,,,,0
MAR32,67,102r,4.2,,,1,br,marmashen,,D.nairensis,m,23052023,,,,,,,,0
SH.NN1,74,121r,6.85,1,,,,sepasar hill,3.747,D.valentini,f,23052023,,,,,,,,0
SH.NN2,74,,6.73,,,,,sepasar hill,1.314,D.valentini,f,23052023,,,,,,,,0
SH.NN3,71,100r,5.75,,,,,sepasar hill,2.86,D.valentini,f,23052023,,,,,,,,0
SH1,66,81r,6.14,,,1,br,sepasar hill,11.60,D.valentini,m,12062023,2158,1129,45,20,0.00596658711217184,382,,3734
SH1.22,64,113,4.92,,,,,sepasar hill,,D.valentini,f,11072022,2122,82,13,3,0.00135135135135135,,-2,2218
SH10,68,102r,5.79,,,1,br,sepasar hill,16.17,D.valentini,m,12062023,1547,416,7,1,0.00050735667174023,70,,2041
SH10.22,58,104,4.09,,,,,sepasar hill,,D.valentini,f,11072022,1689,89,29,8,0.00440771349862259,,,1815
SH11,56,106,3.33,,,1,pale,sepasar hill,40.48,D.valentini,m,12062023,1770,152,6,8,0.00413223140495868,,-2,1934
SH11.22,55,102,3.30,,,,,sepasar hill,,D.valentini,f,11072022,2610,441,17,1,0.00032583903551645,26,-1,3094
SH12,61,69r,4.42,,,1,br,sepasar hill,10.34,D.valentini,m,12062023,1717,156,11,13,0.00685292567211386,16,-2,1911
SH12.22,73,115,6.49,,,,,sepasar hill,,D.valentini,f,11072022,2986,97,13,3,0.00096805421103581,,-3,3096
SH13,58,77r,4.29,,,"0,5",br,sepasar hill,11.08,D.valentini,m,12062023,2196,467,26,12,0.00444279896334691,14,-2,2713
SH13.22,68,135,7.10,,,,,sepasar hill,,D.valentini,m,11072022,2563,91,11,14,0.00522583053378126,,-13,2666
SH14,61,92r,4.27,,,1,br,sepasar hill,10.94,D.valentini,m,12062023,846,97,55,6,0.00597609561752988,118,8,1130
SH14.22,69,15,4.54,,,,,sepasar hill,,D.valentini,f,11072022,2546,175,2,2,0.00073394495412844,6,-2,2729
SH15,53,108,3.4,,,"0,5",br/pale,sepasar hill,46.44,D.valentini,m,12062023,1934,266,8,6,0.002710027100271,37,-1,2250
SH15.22,65,109,4.62,,,,,sepasar hill,,D.valentini,f,11072022,2894,165,4,22,0.00713128038897893,,,3085
SH16,71,85r,6.6,3,1,,,sepasar hill,6.121,D.valentini,f,13062023,1668,77,37,6,0.00335570469798658,50,-2,1836
SH16.22,64,78,4.55,,,,,sepasar hill,,D.valentini,f,11072022,3677,282,21,27,0.00673820813576242,10,-3,4014
SH17,74,102r,7.27,4,1,,,sepasar hill,9.386,D.valentini,f,13062023,943,43,99,2,0.00183992640294388,279,-2,1364
SH17.22,65,110,4.24,,,,,sepasar hill,,D.valentini,f,11072022,2587,135,6,24,0.00872093023255814,-3,-4,2745
SH18,69,106r,5.77,6,1,,,sepasar hill,57.35,D.valentini,f,13062023,890,160,33,6,0.00550964187327824,48,-2,1135
SH18.22,60,61,3.71,,,,,sepasar hill,,D.valentini,f,11072022,1977,171,4,2,0.00092850510677808,,,2154
SH19,69,75r,5.24,2,1,,,sepasar hill,48.53,D.valentini,f,13062023,2404,106,29,11,0.00431372549019608,91,-4,2637
SH19.22,67,83,5.86,,,,,sepasar hill,,D.valentini,m,11072022,1993,160,8,2,0.00092464170134073,,-1,2162
SH2,67,25r,5.23,,,1,br,sepasar hill,6.60,D.valentini,m,12062023,5140,207,33,6,0.00111399925733383,-10,-3,5373
SH2.22,68,94,6.48,,,,,sepasar hill,,D.valentini,m,11072022,3107,29,3,12,0.00380831482069184,,,3151
SH20,71,77r,6,4,1,,,sepasar hill,21.77,D.valentini,f,13062023,2124,497,7,8,0.00303490136570561,1,,2637
SH20.22,53,83,2.88,,,,,sepasar hill,,D.valentini,m,11072022,1364,495,17,44,0.0229166666666667,23,-3,1940
SH21,73,92r,7.11,3,1,,,sepasar hill,7.341,D.valentini,f,13062023,3107,249,95,4,0.00115774240231548,25,-4,3476
SH21.22,62,96,3.96,,,,,sepasar hill,,D.valentini,f,11072022,3447,109,1,19,0.00531319910514541,18,-10,3584
SH22,73,90r,6.43,6,1,,,sepasar hill,5.548,D.valentini,f,13062023,1135,26,48,0,0,241,,1450
SH22.22,63,,4.90,,,,,sepasar hill,,D.valentini,m,11072022,2013,59,3,5,0.00240384615384615,,-4,2076
SH23,73,119,7,2,1,,,sepasar hill,25.08,D.valentini,f,13062023,2650,39,21,3,0.00110578695171397,,-2,2711
SH23.22,58,28,3.11,,,,,sepasar hill,,D.valentini,f,11072022,2036,27,3,4,0.00193236714975845,-10,-2,2058
SH24,76,66r,7.55,4,1,,,sepasar hill,77.06,D.valentini,f,13062023,1581,29,14,0,0,,,1624
SH24.22,70,91,5.80,,,,,sepasar hill,,D.valentini,f,11072022,1389,136,3,9,0.00585556278464541,-2,-4,1531
SH25,66,82r,6,3,1,,,sepasar hill,83.52,D.valentini,f,13062023,1348,35,56,19,0.0130315500685871,88,2,1548
SH26,73,40r,6.89,3,1,,,sepasar hill,96.74,D.valentini,f,13062023,1096,42,9,5,0.00434027777777778,,-3,1149
SH27,72,112r,6.62,1,1,,,sepasar hill,15.17,D.valentini,f,13062023,2355,170,13,4,0.001573564122738,54,-4,2592
SH27.22,66,129,6.00,,,,,sepasar hill,,D.valentini,m,11082022,3988,16,5,11,0.0027363184079602,,-3,4017
SH28,64,110,5.08,1,1,,,sepasar hill,25.42,D.valentini,f,13062023,1199,113,56,3,0.00218818380743982,116,2,1489
SH28.22,59,79,3.70,,,,,sepasar hill,,D.valentini,m,08082022,3127,74,0,14,0.00435458786936236,,-5,3210
SH29,68,78r,5.1,2,1,,,sepasar hill,98.06,D.valentini,f,13062023,1600,27,9,33,0.0197723187537448,248,21,1938
SH29.22,63,102,3.80,,,,,sepasar hill,,D.valentini,f,31072022,2179,61,5,5,0.00222222222222222,,-5,2245
SH3,68,78r,6.23,,,1,br,sepasar hill,19.13,D.valentini,m,12062023,1741,27,94,3,0.00160857908847185,715,-1,2579
SH3.22,65,88,4.30,,,,,sepasar hill,,D.valentini,f,11072022,2393,12,4,17,0.00700741962077494,-27,-5,2394
SH30,71,95r,6.72,1,1,,,sepasar hill,47.42,D.valentini,f,13062023,2539,61,4,2,0.00076745970836531,,-2,2604
SH30.22,64,92,3.67,,,,,sepasar hill,,D.valentini,f,10082022,4838,29,6,6,0.00122976019676163,-7,-6,4866
SH31,67,28r,4.92,1,1,,,sepasar hill,21.85,D.valentini,f,13062023,1121,51,24,2,0.00166944908180301,15,-2,1211
SH31.22,66,54,6.09,,,,,sepasar hill,,D.valentini,m,19072022,2053,80,11,9,0.00418021365536461,-1,-7,2145
SH32,71,94r,,1,1,,,sepasar hill,52.12,D.valentini,f,13062023,1911,36,22,0,0,9,,1978
SH32.22,64,105,4.90,,,,,sepasar hill,,D.valentini,f,15072022,4316,93,1,8,0.00181077410593029,,-3,4415
SH33.22,60,105,4.26,,,,,sepasar hill,,D.valentini,f,12072022,2555,86,13,6,0.00225563909774436,-9,,2651
SH34.22,65,76,5.35,,,,,sepasar hill,,D.valentini,m,07082022,1824,145,26,2,0.00100150225338007,43,-1,2039
SH35.22,70,91,5.08,,,,,sepasar hill,,D.valentini,f,24072022,4050,41,2,2,0.00048840048840048,,-1,4094
SH36.22,65,130,5.87,,,,,sepasar hill,,D.valentini,m,25072022,1881,224,27,2,0.00093720712277413,12,-1,2145
SH37.22,75,133,6.65,,,,,sepasar hill,,D.valentini,f,18072022,4570,43,14,8,0.0017259978425027,,-7,4628
SH38.22,64,115,5.81,,,,,sepasar hill,,D.valentini,m,28072022,3920,249,20,4,0.00095397090388743,,-4,4189
SH4,68,45r,5.94,,,1,br,sepasar hill,15.49,D.valentini,m,12062023,2636,378,55,15,0.00486381322957198,126,,3210
SH4.22,61,62,3.66,,,,,sepasar hill,,D.valentini,f,11072022,2984,2,0,8,0.00267201068804275,,-5,2989
SH5,59,120r,4.41,,,1,br,sepasar hill,10.49,D.valentini,m,12062023,1252,277,92,8,0.0049109883364027,176,-3,1802
SH5.22,67,127,6.29,,,,,sepasar hill,,D.valentini,m,11072022,3954,32,1,11,0.00275137568784392,,-5,3993
SH6,59,75r,3.82,,,1,pale,sepasar hill,19.39,D.valentini,m,12062023,,,,,,,,0
SH6.22,62,77,3.78,,,,,sepasar hill,,D.valentini,f,11072022,3593,86,8,7,0.00189496480779643,,-4,3690
SH7,62,83r,4.73,,,1,br,sepasar hill,11.15,D.valentini,m,12062023,859,333,48,8,0.00641025641025641,320,-2,1566
SH7.22,59,68,4.41,,,,,sepasar hill,,D.valentini,m,11072022,4074,521,17,9,0.00194763038303398,,-2,4619
SH8,55,58r,4,,,"0,5",br/pale,sepasar hill,69.26,D.valentini,m,12062023,524,167,3,2,0.0028735632183908,300,2,998
SH8.22,68,126,6.93,,,,,sepasar hill,,D.valentini,m,11072022,3036,152,17,10,0.0031104199066874,,-7,3208
SH9,59,104r,4.63,,,"0,5",br/pale,sepasar hill,18.40,D.valentini,m,12062023,1719,49,6,10,0.00560538116591928,,1,1785
SH9.22,59,108,4.00,,,,,sepasar hill,,D.valentini,f,11072022,3036,115,9,1,0.00031635558367605,,-1,3160
SHM29,73,12r,6.11,,,,,sepasar hill,,D.valentini,f,23052023,4320,70,6,17,0.00385225470201677,,-2,4411
SHM00,67,17r,4.79,,,1,br,sepasar hill,270.4,D.valentini,m,23052023,,,,,,,,0
SHM10,66,97r,5.79,,,1,br,sepasar hill,,D.valentini,m,23052023,1948,5,7,6,0.00305188199389624,22,-6,1982
SHM11,62,123,4.75,,,1,br,sepasar hill,,D.valentini,m,23052023,3176,58,1,1,0.00030902348578492,,,3236
SHM12,74,99r,6.73,1,,,,sepasar hill,,D.valentini,f,23052023,1810,22,6,1,0.00054377379010331,82,-1,1920
SHM13,65,22r,4.1,1,,,,sepasar hill,,D.valentini,f,23052023,3778,19,4,9,0.00236220472440945,,-1,3809
SHM14,67,70r,4.82,,,1,br,sepasar hill,301,D.valentini,m,23052023,2711,168,4,2,0.00069324090121317,,-2,2883
SHM21,67,100,6.33,,,1,br,sepasar hill,286,D.valentini,m,23052023,2356,215,11,1,0.00038714672861014,,-1,2582
SHM22,64,120,6.2,,,1,br,sepasar hill,299.8,D.valentini,m,23052023,2009,10,22,5,0.00244379276637341,,-3,2043
SHM23,75,113r,6.75,1,,,,sepasar hill,,D.valentini,f,23052023,,,,,,,,0
SHM24,74,121r,6.85,1,,,,sepasar hill,,D.valentini,f,23052023,1885,11,20,2,0.00104275286757039,,-1,1917
SHM25,71,100r,5.75,1,,,,sepasar hill,,D.valentini,f,23052023,2942,9,39,3,0.00100233879051119,-5,-1,2987
SHM26,65,69r,4.75,0,,,,sepasar hill,,D.valentini,f,23052023,2196,64,5,10,0.0043956043956044,,,2275
SHM27,61,117r,4.88,,,1,br,sepasar hill,,D.valentini,m,23052023,2739,120,50,23,0.00784447476125512,,-10,2922
SHM28,62,66r,4.2,,,0.5,pl,sepasar hill,182.2,D.valentini,m,23052023,2259,227,24,5,0.00198807157057654,154,3,2672
SHM4,67,102r,5.4,,,1,br,sepasar hill,115,D.valentini,m,23052023,3975,269,62,19,0.00439306358381503,78,-5,4398
SHM5,61,111,5.7,,,1,br,sepasar hill,571.7,D.valentini,m,23052023,3043,204,17,13,0.00396704302715899,66,,3343
SHM6,62,100r,4.05,0,,,,sepasar hill,,D.valentini,f,23052023,2627,28,48,6,0.00221483942414175,,-5,2704
SHM7,61,107r,4.26,1,,,,sepasar hill,,D.valentini,f,23052023,2932,111,9,9,0.00294021561581183,,-4,3057
SHM8,70,59r,5.6,1,,,br,sepasar hill,,D.valentini,f,23052023,4113,51,7,3,0.00071873502635361,5,,4179
SHM9,72,73r,6.24,1,,,,sepasar hill,,D.valentini,f,23052023,2540,29,26,6,0.00230680507497117,,,2601
SR01,,,,,,,,sepasar river,,D.valentini,f,08072022,1288,57,25,4,0.00291120815138282,19,-3,1390
SR02,,,,,,,,sepasar river,,D.armeniaca,f,06072022,2231,1,1,9,0.004014272970562,,-9,2233
SR03,,,,,,,,sepasar river,,D.valentini,f,08072022,2149,416,42,1,0.00038343558282208,-25,-1,2582
SR1,66,85r,4.8,2,1,,,sepasar river,32.44,D.valentini,f,12062023,610,62,5,2,0.00294550810014728,232,,911
SR10,62,98r,4.25,0,0,,,sepasar river,7,D.armeniaca,f,18092023,,,,,,,,0
SR11,59,110r,4.07,0,0,,,sepasar river,30.96,D.armeniaca,f,18092023,516,26,28,3,0.00523560209424084,26,-3,596
SR12,54,65r,2.93,0,0,,,sepasar river,,D.armeniaca,f,18092023,1595,59,3,1,0.00060313630880579,,-1,1657
SR13,57,89r,3.19,0,0,,,sepasar river,16.79,D.armeniaca,f,18092023,1713,24,8,5,0.00285714285714286,139,-5,1884
SR14,59,60r,3.7,0,0,,,sepasar river,5.4,D.armeniaca,f,18092023,1162,79,10,2,0.00159616919393456,,,1253
SR15,63,78r,4.4,0,0,,,sepasar river,25.71,D.armeniaca,f,18092023,1624,50,0,0,0,221,,1895
SR16,67,28r,4.66,0,0,,,sepasar river,8,D.armeniaca,f,18092023,1335,7,2,2,0.00148588410104012,5,-1,1350
SR17,58,83r,3.58,0,0,,,sepasar river,0.4,D.valentini,f,18092023,1999,111,1,1,0.00047348484848484,,,2112
SR18,54,81r,2.93,0,0,,,sepasar river,0.73,D.armeniaca,f,18092023,1011,7,0,1,0.00098135426889107,63,,1082
SR19,61,103r,4.24,0,0,,,sepasar river,12,D.armeniaca,f,18092023,1893,50,9,6,0.00306435137895812,17,-2,1973
SR2,63,92r,4.18,4,1,,,sepasar river,38.41,D.valentini,f,12062023,1399,205,35,1,0.00060975609756097,63,-1,1702
SR20,57,93r,3.05,0,0,,,sepasar river,8.8,D.armeniaca,f,18092023,1748,68,4,4,0.00219298245614035,80,-3,1901
SR21,62,106,4.41,0,0,,,sepasar river,5.5,D.valentini,f,19092023,1964,196,38,3,0.00136301681054066,-4,-2,2195
SR22,60,52r,3.68,0,0,,,sepasar river,09.02,D.valentini,f,19092023,1820,62,5,7,0.00369588173178458,39,-1,1932
SR23,59,104,3.42,0,0,,,sepasar river,28.5,D.armeniaca,f,19092023,1408,26,5,10,0.00690131124913734,14,-10,1453
SR24,57,43r,3.22,0,0,,,sepasar river,9.5,D.armeniaca,f,19092023,2259,42,1,4,0.00173460537727667,,-5,2301
SR3,66,83r,5,3,1,,,sepasar river,22.07,D.valentini,f,12062023,1466,54,5,1,0.00065530799475753,70,-1,1595
SR4,66,77r,4.5,4,1,,,sepasar river,29.77,D.valentini,f,12062023,2724,52,4,4,0.0014367816091954,48,,2832
SR5,71,69r,4.41,5,1,,,sepasar river,20.18,D.valentini,f,12062023,1420,168,11,6,0.00373831775700935,306,-1,1910
SR6,64,26r,4.3,3,1,,,sepasar river,43.63,D.valentini,f,12062023,3091,0,1,1,0.00032331070158422,,,3093
SR7,64,88r,4.3,,,0,"0,5",sepasar river,,D.valentini,m,18092023,1236,187,4,2,0.00139958012596221,178,-2,1605
SR8,62,71r,4.28,,,0,"0,5",sepasar river,4.6,D.valentini,m,18092023,2166,17,5,5,0.00227998176014592,,-3,2190
SR9,63,88r,4.48,0,0,,,sepasar river,10.4,D.armeniaca,f,18092023,1344,35,18,2,0.00142959256611866,89,-2,1486
SRM66,73,80r,4.77,0,,,,sepasar river,,D.valentini,f,24052023,153,3,19,0,0,,,175
SRM67,60,110r,5,,,1,br,sepasar river,,D.valentini,m,24052023,3009,59,2,0,0,,,3070
SRM68,60,113r,4.93,,,1,br,sepasar river,49.75,D.valentini,m,24052023,3724,142,30,10,0.00256016385048643,,-2,3904
SRM69,65,81r,4.15,0,,,,sepasar river,9.331,D.valentini,f,24052023,2232,62,1,1,0.00043554006968641,,,2296
SRM70,61,107,4.54,,,1,br,sepasar river,20.5,D.valentini,m,24052023,506,211,3,1,0.0013869625520111,294,-1,1014
SRM71,70,55 r,5.9,0,1,,,sepasar river,9.626,D.valentini,f,24052023,822,16,0,8,0.00945626477541371,121,-7,960
SRM72,72,22r,3.86,1,,,,sepasar river,22.9,D.valentini,f,25052023,1980,84,74,0,0,-27,1,2112
SRM73,67,112r,5.45,1,1,,,sepasar river,8.722,D.valentini,f,25052023,1360,8,33,2,0.00142551674982181,-5,,1398
SRM74,65,90r,4.15,0,,,,sepasar river,,D.valentini,f,25052023,2555,3,40,1,0.00038476337052712,-12,-1,2586
SRM75,72,107r,6.8,1,,,,sepasar river,8.23,D.valentini,f,25052023,4136,185,54,3,0.00068524440383736,-28,-1,4349
SRM76,64,106,4.35,0,,,,sepasar river,,D.valentini,f,25052023,2578,62,75,4,0.00147112909157779,,-4,2715
SRM77,,,,,,,,sepasar river,,D.valentini,f,25052023,984,55,20,2,0.00188501413760603,-17,,1044
SRM78,,,,,,,,sepasar river,29.108,D.armeniaca,f,25052023,1666,27,18,0,0,53,,1764
SRM79,,,,,,,,sepasar river,16.6,D.armeniaca,f,25052023,2763,5,12,9,0.00322696306920043,,,2789
SRM80,,,,,,,,sepasar river,,D.armeniaca,f,25052023,4015,31,21,6,0.00147311563957771,-13,-2,4058
SRM81,,,,,,,,sepasar river,,D.armeniaca,f,25052023,3557,222,1,14,0.003690036900369,,-5,3789
SRM83,,,,,,,,sepasar river,125.13,D.armeniaca,f,25052023,2845,22,2,0,0,-11,,2858
SRM84,67,122,5.53,,,1,br,sepasar river,35.77,D.valentini,m,25052023,2849,21,15,4,0.00138456213222568,,-3,2886
SRM85,,,,,,,,sepasar river,,D.valentini,m,25052023,3091,3,11,5,0.00160771704180064,,-2,3108
SRM86,62,40r,5,,,1,br,sepasar river,71.56,D.valentini,m,25052023,3040,26,22,3,0.00097055968942089,14,-3,3102
